No.,Time,Source,Destination,Protocol,Length,Info
1,0.0,100.84.170.161,151.101.2.187,TCP,66,62978  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM
2,0.0135658,151.101.2.187,100.84.170.161,TCP,66,"443  >  62978 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=512"
3,0.0136875,100.84.170.161,151.101.2.187,TCP,54,62978  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0
4,0.0156533,100.84.170.161,151.101.2.187,TLSv1.3,2097,Client Hello (SNI=www.target.com)
5,0.024696,151.101.2.187,100.84.170.161,TCP,56,443  >  62978 [ACK] Seq=1 Ack=2044 Win=144384 Len=0
6,0.0254217,151.101.2.187,100.84.170.161,TLSv1.3,1510,"Server Hello, Change Cipher Spec, Application Data, Application Data"
7,0.0257568,151.101.2.187,100.84.170.161,TLSv1.3,139,Application Data
8,0.0257956,100.84.170.161,151.101.2.187,TCP,54,62978  >  443 [ACK] Seq=2044 Ack=1542 Win=131328 Len=0
9,0.0270406,100.84.170.161,151.101.2.187,TLSv1.3,118,"Change Cipher Spec, Application Data"
10,0.0281033,100.84.170.161,151.101.2.187,TLSv1.3,146,Application Data
11,0.0290728,100.84.170.161,151.101.2.187,TLSv1.3,2546,Application Data
12,0.029359,100.84.170.161,151.101.2.187,TLSv1.3,2551,Application Data
13,0.0295725,100.84.170.161,151.101.2.187,TLSv1.3,2552,Application Data
14,0.0298377,100.84.170.161,151.101.2.187,TLSv1.3,2537,Application Data
15,0.0362329,151.101.2.187,100.84.170.161,TCP,56,443  >  62978 [ACK] Seq=1542 Ack=2108 Win=145920 Len=0
16,0.037326,151.101.2.187,100.84.170.161,TLSv1.3,119,Application Data
17,0.0378239,100.84.170.161,151.101.2.187,TLSv1.3,85,Application Data
18,0.0383385,151.101.2.187,100.84.170.161,TCP,56,443  >  62978 [ACK] Seq=1607 Ack=4692 Win=144384 Len=0
19,0.0389626,151.101.2.187,100.84.170.161,TCP,56,443  >  62978 [ACK] Seq=1607 Ack=7189 Win=144384 Len=0
20,0.0392649,151.101.2.187,100.84.170.161,TCP,56,443  >  62978 [ACK] Seq=1607 Ack=12170 Win=140288 Len=0
21,0.0431046,151.101.2.187,100.84.170.161,TLSv1.3,451,Application Data
22,0.0436811,151.101.2.187,100.84.170.161,TLSv1.3,129,Application Data
23,0.0437444,100.84.170.161,151.101.2.187,TCP,54,62978  >  443 [ACK] Seq=12201 Ack=2079 Win=130816 Len=0
24,0.0458612,151.101.2.187,100.84.170.161,TLSv1.3,185,Application Data
25,0.0472533,151.101.2.187,100.84.170.161,TCP,56,443  >  62978 [ACK] Seq=2210 Ack=12201 Win=145920 Len=0
26,0.0811732,151.101.2.187,100.84.170.161,TCP,185,"[TCP Retransmission] 443  >  62978 [PSH, ACK] Seq=2079 Ack=12201 Win=145920 Len=131"
27,0.0812164,100.84.170.161,151.101.2.187,TCP,66,62978  >  443 [ACK] Seq=12201 Ack=2210 Win=130560 Len=0 SLE=2079 SRE=2210
28,5.1081843,100.84.170.161,151.101.2.187,TLSv1.3,2551,Application Data
29,5.1174855,151.101.2.187,100.84.170.161,TCP,56,443  >  62978 [ACK] Seq=2210 Ack=14698 Win=144384 Len=0
30,5.1204293,151.101.2.187,100.84.170.161,TLSv1.3,214,Application Data
31,5.1492595,151.101.2.187,100.84.170.161,TCP,214,"[TCP Retransmission] 443  >  62978 [PSH, ACK] Seq=2210 Ack=14698 Win=145920 Len=160"
