"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","100.86.121.59","172.66.164.67","TLSv1.2","310","Application Data"
"2","0.000114","100.86.121.59","172.66.164.67","TLSv1.2","349","Application Data"
"3","0.003474","100.86.121.59","172.66.164.67","TLSv1.2","102","Application Data"
"4","0.009790","172.66.164.67","100.86.121.59","TCP","66","443  >  53635 [ACK] Seq=1 Ack=245 Win=18 Len=0 TSval=868248068 TSecr=600544867"
"5","0.010960","172.66.164.67","100.86.121.59","TCP","66","443  >  53635 [ACK] Seq=1 Ack=528 Win=18 Len=0 TSval=868248069 TSecr=600544868"
"6","0.013035","172.66.164.67","100.86.121.59","TCP","66","443  >  53635 [ACK] Seq=1 Ack=564 Win=18 Len=0 TSval=868248071 TSecr=600544871"
"7","0.030894","172.66.164.67","100.86.121.59","TLSv1.2","274","Application Data"
"8","0.030897","172.66.164.67","100.86.121.59","TLSv1.2","357","Application Data"
"9","0.031001","100.86.121.59","172.66.164.67","TCP","66","53635  >  443 [ACK] Seq=564 Ack=500 Win=2041 Len=0 TSval=600544898 TSecr=868248089"
"10","0.031181","172.66.164.67","100.86.121.59","TLSv1.2","97","Application Data"
"11","0.031246","100.86.121.59","172.66.164.67","TCP","66","53635  >  443 [ACK] Seq=564 Ack=531 Win=2048 Len=0 TSval=600544899 TSecr=868248089"
"12","0.031602","100.86.121.59","172.66.164.67","TLSv1.2","101","Application Data"
"13","0.034732","172.66.164.67","100.86.121.59","TLSv1.2","236","Application Data"
"14","0.034801","100.86.121.59","172.66.164.67","TCP","66","53635  >  443 [ACK] Seq=599 Ack=701 Win=2046 Len=0 TSval=600544902 TSecr=868248093"
"15","0.034833","172.66.164.67","100.86.121.59","TLSv1.2","419","Application Data"
"16","0.034864","100.86.121.59","172.66.164.67","TCP","66","53635  >  443 [ACK] Seq=599 Ack=1054 Win=2043 Len=0 TSval=600544902 TSecr=868248093"
"17","0.035141","172.66.164.67","100.86.121.59","TLSv1.2","97","Application Data"
"18","0.035173","100.86.121.59","172.66.164.67","TCP","66","53635  >  443 [ACK] Seq=599 Ack=1085 Win=2048 Len=0 TSval=600544903 TSecr=868248093"
"19","0.081651","172.66.164.67","100.86.121.59","TCP","66","443  >  53635 [ACK] Seq=1085 Ack=599 Win=18 Len=0 TSval=868248140 TSecr=600544899"
"20","4.543094","100.86.121.59","172.66.164.67","TCP","1454","53635  >  443 [ACK] Seq=599 Ack=1085 Win=2048 Len=1388 TSval=600549410 TSecr=868248140 [TCP PDU reassembled in 21]"
"21","4.543108","100.86.121.59","172.66.164.67","TLSv1.2","160","Application Data"
"22","4.554593","172.66.164.67","100.86.121.59","TCP","66","443  >  53635 [ACK] Seq=1085 Ack=2081 Win=18 Len=0 TSval=868252612 TSecr=600549410"
"23","4.786459","172.66.164.67","100.86.121.59","TLSv1.2","329","Application Data"
"24","4.786468","172.66.164.67","100.86.121.59","TCP","1514","443  >  53635 [ACK] Seq=1348 Ack=2081 Win=18 Len=1448 TSval=868252844 TSecr=600549410 [TCP PDU reassembled in 27]"
